template_id,template_name,template_description,days_per_week,category,day_name,target_muscles,exercise_name,base_sets,set_progression,rep_min,rep_max,equipment,primary_muscle,secondary_muscles
arnold-split-6,Arnold Split,Classic 6-day split: Chest/Back. Shoulders/Arms. Legs,6,hypertrophy,Legs B,"quads,hamstrings,glutes,calves",Front Squat,4,0.5,8,10,,,
arnold-split-6,Arnold Split,Classic 6-day split: Chest/Back. Shoulders/Arms. Legs,6,hypertrophy,Legs B,"quads,hamstrings,glutes,calves",Stiff Leg Deadlift,4,0.5,10,12,,,
arnold-split-6,Arnold Split,Classic 6-day split: Chest/Back. Shoulders/Arms. Legs,6,hypertrophy,Legs B,"quads,hamstrings,glutes,calves",Bulgarian Split Squat,3,0.5,10,12,,,
arnold-split-6,Arnold Split,Classic 6-day split: Chest/Back. Shoulders/Arms. Legs,6,hypertrophy,Legs B,"quads,hamstrings,glutes,calves",Seated Leg Curl,3,0.5,12,15,,,
arnold-split-6,Arnold Split,Classic 6-day split: Chest/Back. Shoulders/Arms. Legs,6,hypertrophy,Legs B,"quads,hamstrings,glutes,calves",Hack Squat,3,0.5,12,15,,,
arnold-split-6,Arnold Split,Classic 6-day split: Chest/Back. Shoulders/Arms. Legs,6,hypertrophy,Legs B,"quads,hamstrings,glutes,calves",Seated Calf Raise,4,0.5,15,20,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Power,"chest,back_lats,front_delts,biceps,triceps",Barbell Bench Press,4,0.5,3,5,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Power,"chest,back_lats,front_delts,biceps,triceps",Barbell Row,4,0.5,3,5,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Power,"chest,back_lats,front_delts,biceps,triceps",Overhead Press,3,0.5,5,8,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Power,"chest,back_lats,front_delts,biceps,triceps",Weighted Pull-up,3,0.5,6,10,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Power,"chest,back_lats,front_delts,biceps,triceps",Barbell Curl,2,0.5,6,10,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Power,"quads,hamstrings,glutes,calves",Barbell Squat,4,0.5,3,5,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Power,"quads,hamstrings,glutes,calves",Deadlift,3,0.5,3,5,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Power,"quads,hamstrings,glutes,calves",Leg Press,3,0.5,10,15,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Power,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,6,10,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Power,"quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,6,10,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Incline Dumbbell Press,4,0.5,8,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Seated Cable Row,4,0.5,8,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Dumbbell Shoulder Press,3,0.5,8,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Lat Pulldown,3,0.5,10,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Cable Flye,3,0.5,12,15,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Incline Dumbbell Curl,3,0.5,10,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Upper Hypertrophy,"chest,back_lats,side_delts,biceps,triceps",Tricep Pushdown,3,0.5,10,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Hypertrophy,"quads,hamstrings,glutes,calves",Front Squat,4,0.5,8,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Hypertrophy,"quads,hamstrings,glutes,calves",Romanian Deadlift,4,0.5,8,12,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Hypertrophy,"quads,hamstrings,glutes,calves",Leg Extension,3,0.5,12,15,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Hypertrophy,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,12,15,,,
phul-4,PHUL,Power Hypertrophy Upper Lower combining strength and size,4,powerbuilding,Lower Hypertrophy,"quads,hamstrings,glutes,calves",Seated Calf Raise,4,0.5,15,20,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Squat Day,"quads,hamstrings,glutes,core",Barbell Squat,4,0.5,5,5,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Squat Day,"quads,hamstrings,glutes,core",Barbell Squat (BBB),5,0,10,10,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Squat Day,"quads,hamstrings,glutes,core",Leg Curl,3,0.5,10,15,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Squat Day,"quads,hamstrings,glutes,core",Ab Wheel Rollout,3,0.5,10,15,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Bench Day,"chest,triceps,front_delts",Barbell Bench Press,4,0.5,5,5,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Bench Day,"chest,triceps,front_delts",Barbell Bench Press (BBB),5,0,10,10,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Bench Day,"chest,triceps,front_delts",Dumbbell Row,5,0.5,10,10,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Bench Day,"chest,triceps,front_delts",Face Pull,3,0.5,15,20,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Deadlift Day,"hamstrings,glutes,back_lats,core",Deadlift,4,0.5,5,5,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Deadlift Day,"hamstrings,glutes,back_lats,core",Deadlift (BBB),5,0,10,10,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Deadlift Day,"hamstrings,glutes,back_lats,core",Hanging Leg Raise,3,0.5,10,15,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,Deadlift Day,"hamstrings,glutes,back_lats,core",Back Extension,3,0.5,10,15,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,OHP Day,"front_delts,side_delts,triceps",Overhead Press,4,0.5,5,5,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,OHP Day,"front_delts,side_delts,triceps",Overhead Press (BBB),5,0,10,10,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,OHP Day,"front_delts,side_delts,triceps",Chin-up,5,0.5,10,10,,,
531-bbb-4,5/3/1 BBB,Wendler 5/3/1 with Boring But Big accessory work,4,strength,OHP Day,"front_delts,side_delts,triceps",Dip,3,0.5,10,15,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push A,"chest,front_delts,side_delts,triceps",Barbell Bench Press,4,0.5,6,8,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push A,"chest,front_delts,side_delts,triceps",Overhead Press,3,0.5,8,10,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push A,"chest,front_delts,side_delts,triceps",Incline Dumbbell Press,3,0.5,10,12,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push A,"chest,front_delts,side_delts,triceps",Dumbbell Lateral Raise,3,0.5,12,15,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push A,"chest,front_delts,side_delts,triceps",Dip,3,0.5,8,12,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull A,"back_lats,back_traps,rear_delts,biceps,hamstrings",Deadlift,4,0.5,5,6,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull A,"back_lats,back_traps,rear_delts,biceps,hamstrings",Weighted Pull-up,4,0.5,6,8,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull A,"back_lats,back_traps,rear_delts,biceps,hamstrings",Barbell Row,3,0.5,8,10,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull A,"back_lats,back_traps,rear_delts,biceps,hamstrings",Face Pull,3,0.5,15,20,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull A,"back_lats,back_traps,rear_delts,biceps,hamstrings",Barbell Curl,3,0.5,8,10,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push B,"chest,front_delts,side_delts,triceps",Dumbbell Bench Press,4,0.5,8,10,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push B,"chest,front_delts,side_delts,triceps",Arnold Press,3,0.5,10,12,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push B,"chest,front_delts,side_delts,triceps",Cable Flye,3,0.5,12,15,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push B,"chest,front_delts,side_delts,triceps",Cable Lateral Raise,3,0.5,12,15,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Push B,"chest,front_delts,side_delts,triceps",Overhead Tricep Extension,3,0.5,10,12,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull B,"back_lats,back_traps,rear_delts,biceps,hamstrings",Romanian Deadlift,4,0.5,8,10,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull B,"back_lats,back_traps,rear_delts,biceps,hamstrings",Lat Pulldown,4,0.5,10,12,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull B,"back_lats,back_traps,rear_delts,biceps,hamstrings",Seated Cable Row,3,0.5,10,12,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull B,"back_lats,back_traps,rear_delts,biceps,hamstrings",Rear Delt Flye,3,0.5,12,15,,,
push-pull-4,Push/Pull,Simple 4-day split alternating push and pull movements,4,hypertrophy,Pull B,"back_lats,back_traps,rear_delts,biceps,hamstrings",Hammer Curl,3,0.5,10,12,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Barbell Squat,4,0.5,6,8,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Romanian Deadlift,4,0.5,8,10,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Press,3,0.5,10,12,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Leg Curl,3,0.5,12,15,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Legs,"quads,hamstrings,glutes,calves",Standing Calf Raise,4,0.5,15,20,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Barbell Bench Press,4,0.5,6,8,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Overhead Press,3,0.5,8,10,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Incline Dumbbell Press,3,0.5,10,12,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Dumbbell Lateral Raise,3,0.5,12,15,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Push,"chest,front_delts,side_delts,triceps",Tricep Pushdown,3,0.5,12,15,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Barbell Row,4,0.5,6,8,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Weighted Pull-up,4,0.5,8,10,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Face Pull,3,0.5,15,20,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Barbell Curl,3,0.5,10,12,,,
legs-push-pull-3,Legs/Push/Pull,3-day rotation prioritizing leg development first,3,hypertrophy,Pull,"back_lats,back_traps,rear_delts,biceps",Hammer Curl,3,0.5,10,12,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Hamstring,"glutes,hamstrings",Hip Thrust,4,0.5,8,10,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Hamstring,"glutes,hamstrings",Romanian Deadlift,4,0.5,10,12,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Hamstring,"glutes,hamstrings",Cable Pull-through,3,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Hamstring,"glutes,hamstrings",Lying Leg Curl,3,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Hamstring,"glutes,hamstrings",Cable Kickback,3,0.5,15,20,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Upper Body,"chest,back_lats,front_delts,biceps,triceps",Barbell Bench Press,3,0.5,8,10,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Upper Body,"chest,back_lats,front_delts,biceps,triceps",Barbell Row,3,0.5,8,10,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Upper Body,"chest,back_lats,front_delts,biceps,triceps",Overhead Press,3,0.5,10,12,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Upper Body,"chest,back_lats,front_delts,biceps,triceps",Lat Pulldown,3,0.5,10,12,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Upper Body,"chest,back_lats,front_delts,biceps,triceps",Tricep Pushdown,2,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Upper Body,"chest,back_lats,front_delts,biceps,triceps",Barbell Curl,2,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Quad,"glutes,quads",Barbell Squat,4,0.5,8,10,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Quad,"glutes,quads",Bulgarian Split Squat,3,0.5,10,12,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Quad,"glutes,quads",Hip Thrust,3,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Quad,"glutes,quads",Leg Extension,3,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute/Quad,"glutes,quads",Hip Abduction,3,0.5,15,20,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute Pump,"glutes,hamstrings",Sumo Deadlift,4,0.5,8,10,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute Pump,"glutes,hamstrings",Frog Pump,3,0.5,20,25,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute Pump,"glutes,hamstrings",Single Leg Hip Thrust,3,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute Pump,"glutes,hamstrings",Reverse Lunge,3,0.5,12,15,,,
glute-focus-4,Glute Focus,Glute-prioritized program with 3x weekly glute frequency,4,hypertrophy,Glute Pump,"glutes,hamstrings",Standing Calf Raise,3,0.5,15,20,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Quad Focus,"quads,glutes",Barbell Squat,5,0.5,6,8,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Quad Focus,"quads,glutes",Front Squat,4,0.5,8,10,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Quad Focus,"quads,glutes",Leg Press,4,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Quad Focus,"quads,glutes",Leg Extension,3,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Quad Focus,"quads,glutes",Walking Lunge,3,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper A,"chest,back_lats,front_delts,biceps,triceps",Barbell Bench Press,3,0.5,8,10,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper A,"chest,back_lats,front_delts,biceps,triceps",Barbell Row,3,0.5,8,10,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper A,"chest,back_lats,front_delts,biceps,triceps",Overhead Press,3,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper A,"chest,back_lats,front_delts,biceps,triceps",Lat Pulldown,3,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper A,"chest,back_lats,front_delts,biceps,triceps",Dip,2,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Hamstring Focus,"hamstrings,glutes",Romanian Deadlift,5,0.5,8,10,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Hamstring Focus,"hamstrings,glutes",Lying Leg Curl,4,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Hamstring Focus,"hamstrings,glutes",Seated Leg Curl,3,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Hamstring Focus,"hamstrings,glutes",Good Morning,3,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Hamstring Focus,"hamstrings,glutes",Hip Thrust,3,0.5,12,15,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper B,"chest,back_lats,side_delts,biceps,triceps",Incline Dumbbell Press,3,0.5,10,12,,,
leg-specialization-5,Leg Specialization,Quad and hamstring focused with 2 dedicated leg days,5,hypertrophy,Upper B,"chest,back_lats,side_delts,biceps,triceps",Seated Cable Row,3,0.5,10,12,,,
